trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
26,16:00:00,16:00:00,64,8,WFU Baptist Medical Center (MRI Building),0,0,
26,16:05:00,16:05:00,101,9,WFU School Of Medicine,0,0,
26,,,103,10,Winston-Salem Transportation Center,0,0,
26,16:15:00,16:15:00,104,11,4Th & Chestnut Eastbound,0,0,
26,16:57:00,16:57:00,79,12,Pilot Mountain Park & Ride 2,0,0,
26,17:00:00,17:00:00,80,13,Mount Airy Park & Ride,0,0,
26,17:15:00,17:15:00,68,14,,0,0,
27,16:07:00,16:07:00,97,0,Novant Medical Center,0,0,
27,16:10:00,16:10:00,71,1,Truliant Credit Center,0,0,
27,16:15:00,16:15:00,94,2,Forsyth Medical Center,0,0,
27,16:20:00,16:20:00,35,3,WFU Baptist Medical Center (Meads Building),0,0,
27,16:30:00,16:30:00,102,4,Winston-Salem Transportation Center,0,0,
27,16:40:00,16:40:00,104,5,4Th & Chestnut Eastbound,0,0,
27,,,5,6,Pilot Mountain Park & Ride 1,0,0,
27,17:21:00,17:21:00,79,7,Pilot Mountain Park & Ride 2,0,0,
27,17:24:00,17:24:00,80,8,Mount Airey Park & Ride,0,0,
27,17:36:00,17:36:00,68,9,,0,0,
29,12:00:00,12:00:00,104,0,MLK Jr. Dr. & Stadium,0,0,
29,12:05:00,12:05:00,57,1,High Point Park & Ride,0,0,
29,12:23:00,12:23:00,50,2,High Point Medical Center S,0,0,
29,12:37:00,12:37:00,49,3,High Point Transportation Center,0,0,
29,12:43:00,12:43:00,43,4,High Point Amtrack Station,0,0,
29,12:45:00,12:45:00,47,5,,0,0,
30,17:15:00,17:15:00,104,0,MLK Jr. Dr. & Stadium,0,0,
30,17:20:00,17:20:00,57,1,High Point Park & Ride,0,0,
30,17:38:00,17:38:00,50,2,High Point Medical Center S,0,0,
30,17:52:00,17:52:00,49,3,High Point Transportation Center,0,0,
30,17:58:00,17:59:00,43,4,High Point Amtrack Station,0,0,
30,18:00:00,18:00:00,47,5,,0,0,
31,5:57:00,6:00:00,43,0,Centennial & Hawthorne (North),0,0,
31,,,14,1,Centennial & Monelue Hpu (North),0,0,
31,,,17,2,Centennial & E. Farris (North),0,0,
31,,,12,3,Food Lion Charlotte & Centennial (North),0,0,
31,,,34,4,Centennial & Norwood (North),0,0,
31,,,18,5,Centre Stage Shopping Center,0,0,
31,,,22,6,Marathon Gas Station Highway  86 N,0,0,
31,,,58,7,Woodlake Business Park,0,0,
31,,,109,8,Sutton Way & Highway  68 N,0,0,
31,,,90,9,Palladium Center,0,0,
31,6:17:00,6:17:00,303,10,Skeetclub & Highway  68 N,0,0,
31,,,86,11,Deep River Friends Meeting Center,0,0,
31,,,10,12,Mendenhall Shopping Center 68 N,0,0,
31,,,62,13,Piedmont Parkway & 68 N,0,0,
31,,,78,14,Sheets 68 N,0,0,
31,,,85,15,PART Regional Hub,0,0,
31,6:27:00,6:30:00,75,16,Sheets 68 N,0,0,
35,6:50:00,6:50:00,52,0,Winston-Salem Transportation Center,0,0,
31,,,77,17,Moses Cone (Willard Dairy Rd & Highway  68 S),0,0,
31,,,66,18,Premier Dr & Highway  68 S,0,0,
31,,,81,19,Palladium Center,0,0,
31,6:37:00,6:37:00,304,20,Panera Bread Highway  68 S,0,0,
31,,,45,21,Oak Hollow Park Highway  68 S,0,0,
31,,,73,22,Hilton & Highway  68 S,0,0,
31,,,51,23,Oak Hollow Village,0,0,
31,,,74,24,CVS Highway & 68 S,0,0,
31,,,11,25,Oak Hollow Mall,0,0,
31,,,19,26,Charlotte & Cenntenial (South),0,0,
31,,,23,27,Centennial & E Farris (South),0,0,
31,,,13,28,Centennial & Monelue HPU (South),0,0,
31,,,16,29,Centennial & Hawthrone (South),0,0,
31,,,15,30,High Point Transportation Center,0,0,
31,6:57:00,7:00:00,43,31,Centennial & Hawthorne (North),0,0,
32,17:05:00,17:05:00,41,0,Central Library,0,0,
32,17:08:00,17:08:00,21,1,Moses Cone Medical Center,0,0,
32,17:13:00,17:13:00,67,2,Womens Health Center,0,0,
32,17:18:00,17:18:00,108,3,Wesley Long Medical Center,0,0,
32,17:22:00,17:22:00,106,4,UNCG Elliot Center (Stirling St.),0,0,
32,17:29:00,17:29:00,96,5,Freeman Mill & Coliseum,0,0,
32,17:35:00,17:35:00,55,6,Randleman Park & Ride,0,0,
32,17:54:00,17:54:00,105,7,North Asheboro Park & Ride,0,0,
32,18:08:00,18:08:00,69,8,Randolph Hospital,0,0,
32,18:14:00,18:14:00,83,9,Randolph Community College,0,0,
32,18:20:00,18:20:00,82,10,South Asheboro Park & Ride,0,0,
32,18:22:00,18:22:00,60,11,,0,0,
33,16:27:00,16:30:00,75,0,Harris Teeter Kernersville,0,0,
33,16:40:00,16:40:00,42,1,PART Regional Hub,0,0,
33,16:57:00,17:00:00,75,2,Harris Teeter Kernersville,0,0,
35,7:15:00,7:15:00,104,1,WFU Baptist Medical Center (MRI Building),0,0,
35,7:25:00,7:25:00,101,2,Forsyth Medical Center,0,0,
35,7:35:00,7:35:00,36,3,Truliant Credit Center,0,0,
35,7:39:00,7:39:00,94,4,Novant Medical Center,0,0,
35,7:43:00,7:43:00,71,5,VA Hospital,0,0,
35,7:48:00,7:48:00,97,6,,0,0,
36,13:51:00,13:51:00,41,0,Central Library,0,0,
36,13:54:00,13:54:00,21,1,Moses Cone Medical Center,0,0,
36,13:59:00,13:59:00,67,2,Womens Health Center,0,0,
36,14:04:00,14:04:00,108,3,Wesley Long Medical Center,0,0,
36,14:08:00,14:08:00,106,4,UNCG Elliot Center (Stirling St.),0,0,
36,14:15:00,14:15:00,96,5,Freeman Mill & Coliseum,0,0,
36,14:21:00,14:21:00,55,6,Randleman Park & Ride,0,0,
36,14:40:00,14:40:00,105,7,North Asheboro Park & Ride,0,0,
36,14:54:00,14:54:00,69,8,Randolph Hospital,0,0,
36,15:00:00,15:00:00,83,9,Randolph Community College,0,0,
36,15:06:00,15:06:00,82,10,South Asheboro Park & Ride,0,0,
36,15:08:00,15:08:00,60,11,,0,0,
37,8:56:00,8:59:00,47,0,High Point Transportation Center,0,0,
37,8:59:00,9:02:00,43,1,High Point Medical Center N,0,0,
37,9:05:00,9:05:00,48,2,High Point Park & Ride,0,0,
37,9:19:00,9:19:00,50,3,MLK & Stadium N,0,0,
37,9:37:00,9:37:00,56,4,Winston-Salem Transportation Center,0,0,
37,9:45:00,9:45:00,104,5,,0,0,
38,17:05:00,17:05:00,97,0,Novant Medical Center,0,0,
38,17:08:00,17:08:00,71,1,Truliant Credit Center,0,0,
38,17:12:00,17:12:00,94,2,Forsyth Medical Center,0,0,
38,17:17:00,17:17:00,35,3,WFU Baptist Medical Center (Meads Building),0,0,
38,17:25:00,17:25:00,102,4,Winston-Salem Transportation Center,0,0,
38,17:35:00,17:35:00,104,5,King Park & Ride,0,0,
38,18:00:00,18:00:00,52,6,,0,0,
39,19:05:00,19:05:00,47,0,High Point Transportation Center,0,0,
39,19:07:00,19:07:00,43,1,High Point Medical Center N,0,0,
39,19:10:00,19:10:00,48,2,High Point Park & Ride,0,0,
39,19:24:00,19:24:00,50,3,MLK & Stadium N,0,0,
39,19:42:00,19:42:00,56,4,Winston-Salem Transportation Center,0,0,
39,19:50:00,19:50:00,104,5,MLK Jr. Dr. & Stadium,0,0,
40,5:35:00,5:35:00,68,0,Pilot Mountain Park & Ride 1,0,0,
40,5:47:00,5:47:00,79,1,5Th & Chestnut,0,0,
40,,,6,2,5Th & Church,0,0,
40,,,1,3,Winston-Salem Transportation Center,0,0,
40,6:20:00,6:20:00,104,4,WFU Baptist Medical Center (MRI Building),0,0,
40,6:28:00,6:28:00,101,5,Forsyth Medical Center,0,0,
40,6:35:00,6:35:00,36,6,Novant Medical Center,0,0,
40,6:37:00,6:37:00,71,7,VA Hospital,0,0,
40,6:40:00,6:40:00,97,8,,0,0,
41,6:25:00,6:25:00,68,0,Pilot Mountain Park & Ride 1,0,0,
41,6:40:00,6:40:00,79,1,5Th & Chestnut,0,0,
41,,,6,2,5Th & Church,0,0,
41,,,1,3,Winston-Salem Transportation Center,0,0,
41,7:13:00,7:13:00,104,4,4Th & Spring,0,0,
41,,,4,5,4Th & Greene,0,0,
41,,,3,6,WFU School Of Medicine,0,0,
41,,,103,7,WFU Baptist Medical Center (Meads Building),0,0,
41,7:21:00,7:21:00,102,8,Miller Street Market,0,0,
41,,,63,9,BB&T,0,0,
41,,,9,10,Southern Community Bank,0,0,
41,,,88,11,Winston-Salem Health Care Center,0,0,
41,,,107,12,Medical Park On Maplewood,0,0,
41,,,61,13,Forsyth Medical Center,0,0,
41,7:40:00,7:40:00,36,14,Truliant Credit Center,0,0,
41,7:45:00,7:45:00,94,15,Novant Medical Center,0,0,
41,7:48:00,7:48:00,71,16,VA Hospital,0,0,
41,7:53:00,7:53:00,97,17,,0,0,
42,7:00:00,7:00:00,104,0,MLK Jr. Dr. & Stadium,0,0,
42,7:05:00,7:05:00,57,1,High Point Park & Ride,0,0,
42,7:23:00,7:23:00,50,2,High Point Medical Center S,0,0,
42,7:37:00,7:37:00,49,3,High Point Transportation Center,0,0,
42,7:43:00,7:43:00,43,4,High Point Amtrack Station,0,0,
42,7:45:00,7:45:00,47,5,High Point Amtrack Station,0,0,
43,6:55:00,6:55:00,8,0,Yadkinville Park & Ride,0,0,
43,7:06:00,7:06:00,110,1,Forsyth Medical Center,0,0,
43,7:29:00,7:29:00,35,2,Medical Park On Maplewood,0,0,
43,,,61,3,Southern Community Bank,0,0,
43,7:33:00,7:33:00,88,4,Stratford Village At Newbridge Bank,0,0,
43,7:39:00,7:39:00,89,5,Miller Street Market,0,0,
43,,,64,6,WFU Baptist Medical Center (MRI Building),0,0,
43,7:45:00,7:45:00,101,7,WFU School Of Medicine,0,0,
43,,,103,8,Winston-Salem Transportation Center,0,0,
43,7:55:00,7:55:00,104,9,,0,0,
44,12:57:00,13:00:00,98,0,Federal Building (Westbound),0,0,
44,13:02:00,13:02:00,2,1,4Th & Chestnut Eastbound,0,0,
44,13:27:00,13:30:00,75,2,PART Regional Hub,0,0,
44,13:57:00,14:00:00,98,3,,0,0,
46,6:55:00,6:55:00,68,0,Pilot Mountain Park & Ride 2,0,0,
46,7:08:00,7:08:00,80,1,5Th & Chestnut,0,0,
46,,,6,2,5Th & Church,0,0,
46,,,1,3,Winston-Salem Transportation Center,0,0,
46,7:41:00,7:41:00,104,4,4Th & Spring,0,0,
46,,,4,5,4Th & Greene,0,0,
46,,,3,6,WFU School Of Medicine,0,0,
46,,,103,7,WFU Baptist Medical Center (Meads Building),0,0,
46,7:49:00,7:49:00,102,8,Miller Street Market,0,0,
46,,,63,9,BB&T,0,0,
46,,,9,10,Southern Community Bank,0,0,
46,,,61,11,Forsyth Medical Center,0,0,
46,8:03:00,8:03:00,36,12,McDonald'S,0,0,
46,8:07:00,8:07:00,59,13,Truliant Credit Center,0,0,
46,8:09:00,8:09:00,94,14,Novant Medical Center,0,0,
46,8:13:00,8:13:00,71,15,VA Hospital,0,0,
46,8:16:00,8:16:00,97,16,VA Hospital,0,0,
47,13:57:00,14:00:00,47,0,High Point Transportation Center,0,0,
47,14:02:00,14:02:00,43,1,High Point Medical Center N,0,0,
47,14:05:00,14:05:00,48,2,High Point Park & Ride,0,0,
47,14:19:00,14:19:00,50,3,MLK & Stadium N,0,0,
47,14:37:00,14:37:00,56,4,Winston-Salem Transportation Center,0,0,
47,14:45:00,14:45:00,104,5,MLK Jr. Dr. & Stadium,0,0,
48,19:05:00,19:05:00,47,0,High Point Transportation Center,0,0,
48,19:07:00,19:07:00,43,1,High Point Medical Center N,0,0,
48,19:10:00,19:10:00,48,2,High Point Park & Ride,0,0,
48,19:24:00,19:24:00,50,3,MLK & Stadium N,0,0,
48,19:42:00,19:42:00,56,4,Winston-Salem Transportation Center,0,0,
48,19:50:00,19:50:00,104,5,MLK Jr. Dr. & Stadium,0,0,
49,11:10:00,11:10:00,95,0,UNC Hospitals (Manning Drive),0,0,
49,11:15:00,11:15:00,289,1,S Columbia St at Carrington Hall,0,0,
49,,,296,2,UNC Sitterson Hall,,,
49,,,288,3,UNC Abernathy Hall,0,0,
49,11:20:00,11:20:00,292,4,N Columbia St & W Rosemary St,0,0,
49,11:22:00,11:22:00,286,5,Martin Luther King Jr Blvd at YMCA,0,0,
49,,,294,6,Mebane Cone Health Park & Ride,,,
49,11:43:00,11:45:00,278,7,Alamance Community College,0,0,
49,11:55:00,11:55:00,277,8,Graham Park & Ride,0,0,
49,12:05:00,12:05:00,40,9,Alamance Regional Medical Center,0,0,
49,12:16:00,12:16:00,291,10,TA Truck Stop,0,0,
49,12:26:00,12:26:00,91,11,Greensboro Depot,0,0,
49,12:50:00,12:50:00,41,12,,0,0,
50,16:10:00,16:10:00,95,0,UNC Hospitals (Manning Drive),0,0,
50,16:15:00,16:15:00,289,1,S Columbia St at Carrington Hall,0,0,
50,,,296,2,UNC Sitterson Hall,,,
50,,,288,3,UNC Abernathy Hall,0,0,
50,16:20:00,16:20:00,292,4,N Columbia St & W Rosemary St,0,0,
50,16:22:00,16:22:00,286,5,Martin Luther King Jr Blvd at YMCA,0,0,
50,,,294,6,Mebane Cone Health Park & Ride,,,
50,16:43:00,16:45:00,278,7,Alamance Community College,0,0,
50,16:55:00,16:55:00,277,8,Graham Park & Ride,0,0,
50,17:05:00,17:05:00,40,9,Alamance Regional Medical Center,0,0,
50,17:16:00,17:16:00,291,10,TA Truck Stop,0,0,
50,17:26:00,17:26:00,91,11,Greensboro Depot,0,0,
50,17:50:00,17:50:00,41,12,,0,0,
51,6:04:00,6:04:00,41,0,TA Truck Stop,0,0,
51,6:27:00,6:27:00,91,1,Alamance Regional Medical Center,0,0,
51,6:37:00,6:37:00,291,2,Graham Park & Ride,0,0,
51,6:45:00,6:48:00,40,3,Alamance Community College,0,0,
51,6:55:00,6:55:00,277,4,Mebane Cone Health Park & Ride,0,0,
51,7:09:00,7:09:00,278,5,Martin Luther King Blvd Jr at Airport Dr,0,0,
51,,,293,6,N Columbia St & W Franklin St,0,0,
51,7:31:00,7:31:00,285,7,Abernethy Hall,0,0,
51,7:33:00,7:33:00,287,8,Pittsboro St at Credit Union,0,0,
51,,,295,9,UNC Hospitals (Manning Drive),0,0,
51,7:39:00,7:39:00,290,10,UNC Hospital (ACC Building),0,0,
51,7:45:00,7:45:00,95,11,,0,0,
52,7:04:00,7:04:00,41,0,TA Truck Stop,0,0,
52,7:27:00,7:27:00,91,1,Alamance Regional Medical Center,0,0,
52,7:37:00,7:37:00,291,2,Graham Park & Ride,0,0,
52,7:45:00,7:48:00,40,3,Alamance Community College,0,0,
52,7:55:00,7:55:00,277,4,Mebane Cone Health Park & Ride,0,0,
52,8:09:00,8:09:00,278,5,Martin Luther King Blvd Jr at Airport Dr,0,0,
52,,,293,6,N Columbia St & W Franklin St,0,0,
52,8:31:00,8:31:00,285,7,Abernethy Hall,0,0,
52,8:33:00,8:33:00,287,8,Pittsboro St at Credit Union,0,0,
52,,,295,9,UNC Hospitals (Manning Drive),0,0,
52,8:39:00,8:39:00,290,10,UNC Hospital (ACC Building),0,0,
52,8:45:00,8:45:00,95,11,,0,0,
53,14:04:00,14:04:00,41,0,TA Truck Stop,0,0,
53,14:27:00,14:27:00,91,1,Alamance Regional Medical Center,0,0,
53,14:37:00,14:37:00,291,2,Graham Park & Ride,0,0,
53,14:45:00,14:48:00,40,3,Alamance Community College,0,0,
53,14:55:00,14:55:00,277,4,Mebane Cone Health Park & Ride,0,0,
53,15:09:00,15:09:00,278,5,Martin Luther King Blvd Jr at Airport Dr,0,0,
53,,,293,6,N Columbia St & W Franklin St,0,0,
53,15:31:00,15:31:00,285,7,Abernethy Hall,0,0,
53,15:33:00,15:33:00,287,8,Pittsboro St at Credit Union,0,0,
53,,,295,9,UNC Hospitals (Manning Drive),0,0,
53,15:39:00,15:39:00,290,10,UNC Hospital (ACC Building),0,0,
53,15:45:00,15:45:00,95,11,,0,0,
54,15:04:00,15:04:00,41,0,TA Truck Stop,0,0,
54,15:27:00,15:27:00,91,1,Alamance Regional Medical Center,0,0,
54,15:37:00,15:37:00,291,2,Graham Park & Ride,0,0,
54,15:45:00,15:48:00,40,3,Alamance Community College,0,0,
54,15:55:00,15:55:00,277,4,Mebane Cone Health Park & Ride,0,0,
54,16:09:00,16:09:00,278,5,Martin Luther King Blvd Jr at Airport Dr,0,0,
54,,,293,6,N Columbia St & W Franklin St,0,0,
54,16:31:00,16:31:00,285,7,Abernethy Hall,0,0,
54,16:33:00,16:33:00,287,8,Pittsboro St at Credit Union,0,0,
54,,,295,9,UNC Hospitals (Manning Drive),0,0,
54,16:39:00,16:39:00,290,10,UNC Hospital (ACC Building),0,0,
54,16:45:00,16:45:00,95,11,,0,0,
55,17:10:00,17:10:00,95,0,UNC Hospitals (Manning Drive),0,0,
55,17:15:00,17:15:00,289,1,UNC Sitterson Hall,0,0,
55,,,296,2,S Columbia St at Carrington Hall,,,
55,,,288,3,UNC Abernathy Hall,0,0,
55,17:20:00,17:20:00,292,4,N Columbia St & W Rosemary St,0,0,
55,17:22:00,17:22:00,286,5,Mebane Cone Health Park & Ride,0,0,
55,,,294,6,Martin Luther King Jr Blvd at YMCA,,,
55,17:43:00,17:45:00,278,7,Alamance Community College,0,0,
55,17:55:00,17:55:00,277,8,Graham Park & Ride,0,0,
55,18:05:00,18:05:00,40,9,Alamance Regional Medical Center,0,0,
55,18:16:00,18:16:00,291,10,TA Truck Stop,0,0,
55,18:26:00,18:26:00,91,11,Greensboro Depot,0,0,
55,18:50:00,18:50:00,41,12,,0,0,
56,6:00:00,6:00:00,98,0,PART Regional Hub,0,0,
56,6:27:00,6:30:00,75,1,3rd & Main,0,0,
56,6:53:00,6:53:00,33,2,Winston-Salem Transportation Center,0,0,
56,6:57:00,7:00:00,98,3,,0,0,
57,6:30:00,6:30:00,98,0,PART Regional Hub,0,0,
57,6:57:00,7:00:00,75,1,3rd & Main,0,0,
57,7:23:00,7:23:00,33,2,Winston-Salem Transportation Center,0,0,
57,7:27:00,7:30:00,98,3,,0,0,
58,15:27:00,15:30:00,98,0,Federal Building (Westbound),0,0,
